Starting global crib with output settings...
shiftsum | shiftdifferencessum | cribword | shiftlist | shiftdifferences | shiftlistfacts | shiftsinwordform | shiftsingpform
ioo(2) 69 | 20 | holy | [14, 11, 24, 20] | [3, 13, 4] | [ad, dad] | XJAL | (PAE)RSIO 
ioo(3) 84 | 25 | holy | [25, 12, 23, 24] | [13, 11, 1] | [ad, diffs_decremental, diffs_is_odd, dad] | AEEODA | OEEOHS 
ioo(4) 34 | 49 | holy | [1, 8, 25, 0] | [7, 17, 25] | [ad, diffs_incremental, diffs_is_odd, dad] | UHAEF | TJOEN 
ioo(5) 76 | 37 | holy | [22, 6, 21, 27] | [16, 15, 6] | [ad, diffs_decremental, dad] | OEGINGIO | EA?G?ING?IO? 
ioo(6) 8 | 7 | holy | [3, 5, 0, 0] | [2, 5, 0] | [hr, all_primes, dad, diffs_all_prime] | OCFF | (UB)THNN 
ioo(7) 75 | 53 | holy | [27, 22, 0, 26] | [5, 22, 26] | [ad, diffs_incremental, dad] | IOOEFY | ?IO?EAN?Y? 
ioo(8) 68 | 5 | holy | [14, 17, 18, 19] | [3, 1, 1] | [incremental, ad, diffs_decremental, diffs_is_odd, dhr] | XBEM | (PAE)GXW 
ioo(9) 45 | 40 | holy | [8, 26, 5, 6] | [18, 21, 1] | [ad, dad] | HYCG | J?Y?TH?G? 
ioo(10) 31 | 26 | holy | [24, 2, 1, 4] | [22, 1, 3] | [ad, dad] | ATHUR | S(FID)T?R? 
ioo(11) 61 | 17 | holy | [22, 19, 15, 5] | [3, 4, 10] | [decremental, ad, diffs_incremental, dad] | OEMSC | EAWLTH 
ioo(12) 60 | 22 | holy | [21, 11, 9, 19] | [10, 2, 10] | [is_odd, ad, diffs_is_even, dhr] | INGJNM | INGREW 
ioo(13) 86 | 27 | holy | [26, 12, 23, 25] | [14, 11, 2] | [ad, diffs_decremental, dad] | YEODAE | ?Y?EOHOE 
ioo(14) 31 | 16 | holy | [9, 13, 8, 1] | [4, 5, 7] | [ad, diffs_incremental, dad] | NPHU | E(CM)JT 
Results for spiralbranch41.txt
ioo(0) 75 | 17 | holy | [9, 20, 20, 26] | [11, 0, 6] | [incremental, hr, dad] | NLLY | EIOIO?Y? 
ioo(1) 78 | 39 | holy | [24, 6, 25, 23] | [18, 19, 2] | [ad, dad] | AGAED | S?G?OEH 
ioo(2) 54 | 44 | holy | [25, 3, 17, 9] | [22, 14, 8] | [is_odd, ad, diffs_decremental, diffs_is_even, dad] | AEOBN | OE(UB)GE 
ioo(3) 42 | 16 | holy | [4, 3, 17, 18] | [1, 14, 1] | [ad, dhr] | ROBE | ?R?(UB)GX 
ioo(4) 44 | 24 | holy | [0, 9, 11, 24] | [9, 2, 13] | [incremental, ad, dad] | FNJA | NERS 
ioo(5) 85 | 29 | holy | [24, 12, 26, 23] | [12, 14, 3] | [ad, dad] | AEOYD | SEO?Y?H 
ioo(6) 53 | 25 | holy | [25, 14, 14, 0] | [11, 0, 14] | [decremental, hr, dad] | AEXXF | OE(PAE)(PAE)N 
ioo(7) 75 | 11 | holy | [20, 16, 16, 23] | [4, 0, 7] | [hr, dad] | LTTD | IOYYH 
ioo(8) 33 | 10 | holy | [10, 12, 5, 6] | [2, 7, 1] | [ad, dad] | IEOCG | AEOTH?G? 
ioo(9) 32 | 20 | holy | [20, 11, 1, 0] | [9, 10, 1] | [decremental, ad, dad] | LJUF | IORTN 
ioo(10) 80 | 20 | holy | [10, 22, 26, 22] | [12, 4, 4] | [is_even, hr, diffs_decremental, diffs_is_even, dhr] | IOEYOE | AEA?Y?EA 
ioo(11) 51 | 26 | holy | [6, 17, 20, 8] | [11, 3, 12] | [ad, dad] | GBLH | ?G?GIOJ 
ioo(12) 48 | 34 | holy | [0, 22, 12, 14] | [22, 10, 2] | [is_even, ad, diffs_decremental, diffs_is_even, dad] | FOEEOX | NEAEO(PAE) 
Results for spiralbranch42.txt
ioo(0) 45 | 45 | holy | [6, 6, 28, 5] | [0, 22, 23] | [hr, diffs_incremental, dad] | GGEAC | ?G??G??EA?TH 
ioo(1) 64 | 40 | holy | [21, 21, 1, 21] | [0, 20, 20] | [is_odd, hr, diffs_incremental, diffs_is_even, dhr] | INGINGUING | INGINGTING 
ioo(2) 40 | 12 | holy | [4, 13, 11, 12] | [9, 2, 1] | [ad, diffs_decremental, dad] | RPJEO | ?R?(CM)REO 
ioo(3) 47 | 31 | holy | [24, 9, 13, 1] | [15, 4, 12] | [ad, dad] | ANPU | SE(CM)T 
ioo(4) 70 | 37 | holy | [1, 26, 19, 24] | [25, 7, 5] | [ad, diffs_decremental, diffs_is_odd, dad] | UYMA | T?Y?WS 
ioo(5) 57 | 26 | holy | [8, 5, 16, 28] | [3, 11, 12] | [ad, diffs_incremental, dad] | HCTEA | JTHY?EA? 
ioo(6) 67 | 35 | holy | [19, 5, 23, 20] | [14, 18, 3] | [ad, dad] | MCDL | WTHHIO 
ioo(7) 69 | 39 | holy | [27, 18, 4, 20] | [9, 14, 16] | [ad, diffs_incremental, dad] | IOERL | ?IO?X?R?IO 
ioo(8) 45 | 20 | holy | [0, 6, 19, 20] | [6, 13, 1] | [incremental, ad, dad] | FGML | N?G?WIO 
ioo(9) 78 | 41 | holy | [20, 27, 8, 23] | [7, 19, 15] | [ad, diffs_is_odd, dad] | LIOHD | IO?IO?JH 
ioo(10) 78 | 30 | holy | [21, 18, 28, 11] | [3, 10, 17] | [ad, diffs_incremental, dad] | INGEEAJ | INGX?EA?R 
Results for spiralbranch43.txt
ioo(0) 43 | 47 | holy | [2, 15, 25, 1] | [13, 10, 24] | [ad, dad] | THSAEU | (FID)LOET 
ioo(1) 58 | 25 | holy | [27, 7, 12, 12] | [20, 5, 0] | [hr, diffs_decremental, dad] | IOWEOEO | ?IO?OEOEO 
ioo(2) 26 | 21 | holy | [0, 12, 11, 3] | [12, 1, 8] | [ad, dad] | FEOJO | NEOR(UB) 
ioo(3) 54 | 30 | holy | [24, 9, 5, 16] | [15, 4, 11] | [ad, dad] | ANCT | SETHY 
ioo(4) 50 | 36 | holy | [9, 13, 3, 25] | [4, 10, 22] | [is_odd, ad, diffs_incremental, diffs_is_even, dad] | NPOAE | E(CM)(UB)OE 
ioo(5) 78 | 32 | holy | [26, 9, 19, 24] | [17, 10, 5] | [ad, diffs_decremental, dad] | YNMA | ?Y?EWS 
ioo(6) 74 | 17 | holy | [12, 11, 24, 27] | [1, 13, 3] | [ad, diffs_is_odd, dad] | EOJAIO | EORS?IO? 
ioo(7) 38 | 40 | holy | [0, 15, 21, 2] | [15, 6, 19] | [ad, dad] | FSINGTH | NLING(FID) 
ioo(8) 14 | 10 | holy | [1, 6, 6, 1] | [5, 0, 5] | [hr, dhr, diffs_all_prime] | UGGU | T?G??G?T 
ioo(9) 61 | 67 | holy | [25, 6, 28, 2] | [19, 22, 26] | [ad, diffs_incremental, dad] | AEGEATH | OE?G??EA?(FID) 
ioo(10) 52 | 31 | holy | [3, 11, 24, 14] | [8, 13, 10] | [ad, dad] | OJAX | (UB)RS(PAE) 
Results for spiralbranch44.txt
ioo(0) 77 | 28 | holy | [9, 26, 19, 23] | [17, 7, 4] | [ad, diffs_decremental, dad] | NYMD | E?Y?WH 
ioo(1) 68 | 38 | holy | [2, 22, 16, 28] | [20, 6, 12] | [is_even, ad, diffs_is_even, dad] | THOETEA | (FID)EAY?EA? 
ioo(2) 50 | 56 | holy | [3, 24, 4, 19] | [21, 20, 15] | [ad, diffs_decremental, dad] | OARM | (UB)S?R?W 
ioo(3) 42 | 39 | holy | [18, 6, 17, 1] | [12, 11, 16] | [ad, dad] | EGBU | X?G?GT 
ioo(4) 63 | 20 | holy | [26, 16, 9, 12] | [10, 7, 3] | [ad, diffs_decremental, dad] | YTNEO | ?Y?YEEO 
ioo(5) 56 | 30 | holy | [9, 3, 17, 27] | [6, 14, 10] | [is_odd, ad, diffs_is_even, dad] | NOBIO | E(UB)G?IO? 
ioo(6) 52 | 33 | holy | [3, 23, 12, 14] | [20, 11, 2] | [ad, diffs_decremental, dad] | ODEOX | (UB)HEO(PAE) 
ioo(7) 61 | 17 | holy | [10, 9, 17, 25] | [1, 8, 8] | [ad, diffs_incremental, dhr] | INBAE | AEGOE 
ioo(8) 50 | 65 | holy | [19, 1, 26, 4] | [18, 25, 22] | [ad, dad] | MUYR | WT?Y??R? 
ioo(9) 84 | 34 | holy | [27, 10, 20, 27] | [17, 10, 7] | [hr, diffs_decremental, dad] | IOILIO | ?IO?AIO?IO? 
ioo(10) 35 | 31 | holy | [27, 0, 4, 4] | [27, 4, 0] | [hr, diffs_decremental, dad] | IOFRR | ?IO?N?R??R? 
ioo(11) 62 | 37 | holy | [25, 16, 3, 18] | [9, 13, 15] | [ad, diffs_incremental, diffs_is_odd, dad] | AETOE | OEY(UB)X 
Results for spiralbranch45.txt
ioo(0) 65 | 28 | holy | [14, 18, 25, 8] | [4, 7, 17] | [ad, diffs_incremental, dad] | XEAEH | (PAE)XOEJ 
ioo(1) 45 | 24 | holy | [0, 6, 21, 18] | [6, 15, 3] | [ad, dad] | FGINGE | N?G?INGX 
ioo(2) 77 | 14 | holy | [16, 16, 25, 20] | [0, 9, 5] | [hr, dad] | TTAEL | YYOEIO 
ioo(3) 71 | 17 | holy | [16, 24, 16, 15] | [8, 8, 1] | [hr, diffs_decremental, dhr] | TATS | YSYL 
ioo(4) 75 | 26 | holy | [18, 26, 23, 8] | [8, 3, 15] | [ad, dad] | EYDH | X?Y?HJ 
ioo(5) 22 | 5 | holy | [8, 6, 5, 3] | [2, 1, 2] | [decremental, ad, dhr] | HGCO | J?G?TH(UB) 
ioo(6) 22 | 12 | holy | [3, 2, 10, 7] | [1, 8, 3] | [ad, dad] | OTHIW | (UB)(FID)AO 
ioo(7) 59 | 26 | holy | [7, 23, 16, 13] | [16, 7, 3] | [ad, diffs_decremental, dad] | WDTP | OHY(CM) 
Results for spiralbranch46.txt
ioo(0) 76 | 51 | holy | [15, 26, 7, 28] | [11, 19, 21] | [ad, diffs_incremental, diffs_is_odd, dad] | SYWEA | L?Y?O?EA? 
ioo(1) 58 | 13 | holy | [11, 11, 20, 16] | [0, 9, 4] | [hr, dad] | JJLT | RRIOY 
ioo(2) 24 | 30 | holy | [4, 17, 3, 0] | [13, 14, 3] | [ad, dad] | RBOF | ?R?G(UB)N 
ioo(3) 49 | 28 | holy | [13, 3, 18, 15] | [10, 15, 3] | [ad, dad] | POES | (CM)(UB)XL 
ioo(4) 78 | 20 | holy | [17, 17, 27, 17] | [0, 10, 10] | [is_odd, hr, diffs_incremental, diffs_is_even, dhr] | BBIOB | GG?IO?G 
ioo(5) 81 | 19 | holy | [15, 25, 25, 16] | [10, 0, 9] | [hr, dad] | SAEAET | LOEOEY 
ioo(6) 60 | 39 | holy | [6, 28, 15, 11] | [22, 13, 4] | [ad, diffs_decremental, dad] | GEASJ | ?G??EA?LR 
ioo(7) 38 | 14 | holy | [17, 6, 8, 7] | [11, 2, 1] | [ad, diffs_decremental, dad] | BGHW | G?G?JO 
ioo(8) 53 | 24 | holy | [12, 14, 21, 6] | [2, 7, 15] | [ad, diffs_incremental, dad] | EOXINGG | EO(PAE)ING?G? 
ioo(9) 61 | 20 | holy | [23, 20, 15, 3] | [3, 5, 12] | [decremental, ad, diffs_incremental, dad] | DLSO | HIOL(UB) 
ioo(10) 38 | 14 | holy | [17, 12, 4, 5] | [5, 8, 1] | [ad, dad] | BEORC | GEO?R?TH 
ioo(11) 23 | 18 | holy | [6, 4, 11, 2] | [2, 7, 9] | [ad, diffs_incremental, dad] | GRJTH | ?G??R?R(FID) 
ioo(12) 77 | 34 | holy | [23, 8, 19, 27] | [15, 11, 8] | [ad, diffs_decremental, dad] | DHMIO | HJW?IO? 
ioo(13) 64 | 22 | holy | [18, 25, 11, 10] | [7, 14, 1] | [ad, dad] | EAEJI | XOERA 
Results for spiralbranch47.txt
ioo(0) 53 | 63 | holy | [22, 0, 24, 7] | [22, 24, 17] | [ad, dad] | OEFAW | EANSO 
ioo(1) 48 | 30 | holy | [2, 22, 12, 12] | [20, 10, 0] | [is_even, hr, diffs_decremental, diffs_is_even, dad] | THOEEOEO | (FID)EAEOEO 
ioo(2) 71 | 17 | holy | [13, 17, 15, 26] | [4, 2, 11] | [ad, dad] | PBSY | (CM)GL?Y? 
ioo(3) 43 | 24 | holy | [11, 7, 4, 21] | [4, 3, 17] | [ad, dad] | JWRING | RO?R?ING 
ioo(4) 38 | 42 | holy | [10, 6, 22, 0] | [4, 16, 22] | [is_even, ad, diffs_incremental, diffs_is_even, dad] | IGOEF | A?G?EAN 
ioo(5) 46 | 50 | holy | [4, 21, 3, 18] | [17, 18, 15] | [ad, dad] | RINGOE | ?R?ING(UB)X 
ioo(6) 46 | 11 | holy | [9, 7, 14, 16] | [2, 7, 2] | [ad, dhr, diffs_all_prime] | NWXT | EO(PAE)Y 
ioo(7) 48 | 48 | holy | [4, 14, 2, 28] | [10, 12, 26] | [is_even, ad, diffs_incremental, diffs_is_even, dad] | RXTHEA | ?R?(PAE)(FID)?EA? 
ioo(8) 48 | 44 | holy | [16, 0, 4, 28] | [16, 4, 24] | [is_even, ad, diffs_is_even, dad] | TFREA | YN?R??EA? 
Results for spiralbranch48.txt
ioo(0) 26 | 33 | holy | [0, 2, 19, 5] | [2, 17, 14] | [ad, all_primes, dad] | FTHMC | N(FID)WTH 
ioo(1) 41 | 28 | holy | [12, 0, 13, 16] | [12, 13, 3] | [ad, dad] | EOFPT | EON(CM)Y 
ioo(2) 58 | 29 | holy | [5, 20, 13, 20] | [15, 7, 7] | [hr, diffs_decremental, diffs_is_odd, dhr] | CLPL | THIO(CM)IO 
ioo(3) 58 | 21 | holy | [19, 13, 18, 8] | [6, 5, 10] | [ad, dad] | MPEH | W(CM)XJ 
ioo(4) 42 | 34 | holy | [5, 20, 6, 11] | [15, 14, 5] | [ad, diffs_decremental, dad] | CLGJ | THIO?G?R 
ioo(5) 87 | 12 | holy | [19, 23, 20, 25] | [4, 3, 5] | [ad, dad] | MDLAE | WHIOOE 
ioo(6) 63 | 24 | holy | [22, 12, 9, 20] | [10, 3, 11] | [ad, dad] | OEEONL | EAEOEIO 
ioo(7) 67 | 32 | holy | [19, 26, 21, 1] | [7, 5, 20] | [ad, dad] | MYINGU | W?Y?INGT 
ioo(8) 39 | 30 | holy | [24, 6, 9, 0] | [18, 3, 9] | [ad, dad] | AGNF | S?G?EN 
ioo(9) 32 | 12 | holy | [7, 5, 5, 15] | [2, 0, 10] | [is_odd, hr, diffs_is_even, dad] | WCCS | OTHTHL 
Results for spiralbranch49.txt
ioo(0) 40 | 29 | holy | [2, 18, 15, 5] | [16, 3, 10] | [ad, dad] | THESC | (FID)XLTH 
ioo(1) 70 | 29 | holy | [9, 24, 25, 12] | [15, 1, 13] | [ad, diffs_is_odd, dad] | NAAEEO | ESOEEO 
ioo(2) 50 | 42 | holy | [8, 23, 5, 14] | [15, 18, 9] | [ad, dad] | HDCX | JHTH(PAE) 
ioo(3) 60 | 12 | holy | [22, 15, 11, 12] | [7, 4, 1] | [ad, diffs_decremental, dad] | OESJEO | EALREO 
Results for spiralbranch50.txt
Results for spiralbranch51.txt
Results for spiralbranch52.txt
Results for spiralbranch53.txt
ioo(0) 40 | 48 | holy | [4, 4, 28, 4] | [0, 24, 24] | [is_even, hr, diffs_incremental, diffs_is_even, dhr] | RREAR | ?R??R??EA??R? 
ioo(1) 54 | 29 | holy | [13, 19, 6, 16] | [6, 13, 10] | [ad, dad] | PMGT | (CM)W?G?Y 
ioo(2) 77 | 30 | holy | [28, 9, 20, 20] | [19, 11, 0] | [hr, diffs_decremental, dad, diffs_all_prime] | EANLL | ?EA?EIOIO 
Results for spiralbranch54.txt
ioo(0) 63 | 40 | holy | [23, 23, 0, 17] | [0, 23, 17] | [hr, all_primes, dad, diffs_all_prime] | DDFB | HHNG 
ioo(1) 44 | 46 | holy | [15, 0, 20, 9] | [15, 20, 11] | [ad, dad] | SFLN | LNIOE 
ioo(2) 84 | 26 | holy | [18, 26, 28, 12] | [8, 2, 16] | [is_even, ad, diffs_is_even, dad] | EYEAEO | X?Y??EA?EO 
ioo(3) 46 | 14 | holy | [9, 16, 12, 9] | [7, 4, 3] | [hr, diffs_decremental, dad] | NTEON | EYEOE 
ioo(4) 103 | 11 | holy | [28, 26, 28, 21] | [2, 2, 7] | [hr, diffs_incremental, dhr, diffs_all_prime] | EAYEAING | ?EA??Y??EA?ING 
ioo(5) 60 | 25 | holy | [13, 16, 23, 8] | [3, 7, 15] | [ad, diffs_incremental, diffs_is_odd, dad] | PTDH | (CM)YHJ 
ioo(6) 61 | 68 | holy | [24, 3, 28, 6] | [21, 25, 22] | [ad, dad] | AOEAG | S(UB)?EA??G? 
ioo(7) 73 | 31 | holy | [23, 23, 27, 0] | [0, 4, 27] | [hr, diffs_incremental, dad] | DDIOF | HH?IO?N 
ioo(8) 53 | 22 | holy | [3, 19, 18, 13] | [16, 1, 5] | [ad, dad] | OMEP | (UB)WX(CM) 
ioo(9) 55 | 42 | holy | [14, 28, 13, 0] | [14, 15, 13] | [ad, dad] | XEAPF | (PAE)?EA?(CM)N 
ioo(10) 31 | 14 | holy | [3, 6, 13, 9] | [3, 7, 4] | [ad, dad] | OGPN | (UB)?G?(CM)E 
Results for hollow54.txt
ioo(0) 52 | 42 | holy | [25, 0, 10, 17] | [25, 10, 7] | [ad, diffs_decremental, dad] | AEFIB | OENAG 
ioo(1) 29 | 11 | holy | [4, 7, 11, 7] | [3, 4, 4] | [hr, diffs_incremental, dhr] | RWJW | ?R?ORO 
ioo(2) 58 | 20 | holy | [6, 19, 15, 18] | [13, 4, 3] | [ad, diffs_decremental, dad] | GMSE | ?G?WLX 
ioo(3) 59 | 25 | holy | [14, 13, 7, 25] | [1, 6, 18] | [ad, diffs_incremental, dad] | XPWAE | (PAE)(CM)OOE 
ioo(4) 29 | 20 | holy | [6, 12, 3, 8] | [6, 9, 5] | [ad, dad] | GEOOH | ?G?EO(UB)J 
ioo(5) 20 | 12 | holy | [11, 2, 2, 5] | [9, 0, 3] | [hr, all_primes, dad] | JTHTHC | R(FID)(FID)TH 
ioo(6) 55 | 29 | holy | [7, 15, 23, 10] | [8, 8, 13] | [ad, diffs_incremental, dhr] | WSDI | OLHA 
Results for hollow55.txt
ioo(0) 62 | 13 | holy | [17, 16, 19, 10] | [1, 3, 9] | [ad, diffs_incremental, diffs_is_odd, dad] | BTMI | GYWA 
ioo(1) 43 | 33 | holy | [9, 5, 21, 8] | [4, 16, 13] | [ad, dad] | NCINGH | ETHINGJ 
Results for spiralbranch55.txt
ioo(0) 68 | 32 | holy | [15, 19, 27, 7] | [4, 8, 20] | [is_odd, ad, diffs_incremental, diffs_is_even, dad] | SMIOW | LW?IO?O 
ioo(1) 25 | 10 | holy | [9, 3, 6, 7] | [6, 3, 1] | [ad, diffs_decremental, dad] | NOGW | E(UB)?G?O 
ioo(2) 41 | 10 | holy | [10, 7, 10, 14] | [3, 3, 4] | [hr, diffs_incremental, dhr] | IWIX | AOA(PAE) 
ioo(3) 46 | 34 | holy | [18, 24, 0, 4] | [6, 24, 4] | [is_even, ad, diffs_is_even, dad] | EAFR | XSN?R? 
ioo(4) 64 | 58 | holy | [10, 26, 4, 24] | [16, 22, 20] | [is_even, ad, diffs_is_even, dad] | IYRA | A?Y??R?S 
ioo(5) 65 | 45 | holy | [28, 11, 3, 23] | [17, 8, 20] | [ad, dad] | EAJOD | ?EA?R(UB)H 
ioo(6) 68 | 37 | holy | [28, 14, 21, 5] | [14, 7, 16] | [ad, dad] | EAXINGC | ?EA?(PAE)INGTH 
ioo(7) 35 | 15 | holy | [1, 5, 15, 14] | [4, 10, 1] | [ad, dad] | UCSX | TTHL(PAE) 
