Starting global crib with output settings...
shiftsum | shiftdifferencessum | cribword | shiftlist | shiftdifferences | shiftlistfacts | shiftsinwordform | shiftsingpform
ioo(3) 85 | 18 | seek | [18, 26, 25, 16] | [8, 1, 9] | [ad, dad] | EYAET | X?Y?OEY 
ioo(4) 93 | 12 | seek | [23, 22, 27, 21] | [1, 5, 6] | [ad, diffs_incremental, dad] | DOEIOING | HEA?IO?ING 
ioo(5) 77 | 12 | seek | [15, 20, 23, 19] | [5, 3, 4] | [ad, dad] | SLDM | LIOHW 
ioo(6) 67 | 42 | seek | [25, 19, 2, 21] | [6, 17, 19] | [ad, diffs_incremental, dad] | AEMTHING | OEW(FID)ING 
ioo(7) 47 | 34 | seek | [20, 7, 2, 18] | [13, 5, 16] | [ad, dad] | LWTHE | IOO(FID)X 
ioo(8) 40 | 32 | seek | [7, 2, 20, 11] | [5, 18, 9] | [ad, dad] | WTHLJ | O(FID)IOR 
ioo(9) 46 | 34 | seek | [1, 11, 7, 27] | [10, 4, 20] | [is_odd, ad, diffs_is_even, dad] | UJWIO | TRO?IO? 
ioo(10) 61 | 36 | seek | [17, 16, 3, 25] | [1, 13, 22] | [ad, diffs_incremental, dad] | BTOAE | GY(UB)OE 
ioo(11) 62 | 33 | seek | [15, 4, 17, 26] | [11, 13, 9] | [ad, diffs_is_odd, dad] | SRBY | L?R?G?Y? 
ioo(12) 61 | 25 | seek | [14, 25, 11, 11] | [11, 14, 0] | [hr, dad] | XAEJJ | (PAE)OERR 
ioo(13) 87 | 16 | seek | [19, 26, 25, 17] | [7, 1, 8] | [ad, dad] | MYAEB | W?Y?OEG 
ioo(14) 61 | 54 | seek | [2, 27, 10, 22] | [25, 17, 12] | [ad, diffs_decremental, dad] | THIOIOE | (FID)?IO?AEA 
Results for spiralbranch41.txt
ioo(0) 47 | 24 | seek | [2, 5, 22, 18] | [3, 17, 4] | [ad, dad] | THCOEE | (FID)THEAX 
ioo(1) 79 | 22 | seek | [17, 20, 27, 15] | [3, 7, 12] | [ad, diffs_incremental, dad] | BLIOS | GIO?IO?L 
ioo(2) 55 | 21 | seek | [18, 17, 19, 1] | [1, 2, 18] | [ad, diffs_incremental, dad] | EBMU | XGWT 
ioo(3) 72 | 20 | seek | [26, 17, 19, 10] | [9, 2, 9] | [ad, dhr] | YBMI | ?Y?GWA 
ioo(4) 74 | 14 | seek | [22, 23, 13, 16] | [1, 10, 3] | [ad, dad] | OEDPT | EAH(CM)Y 
ioo(5) 86 | 24 | seek | [17, 26, 28, 15] | [9, 2, 13] | [ad, dad] | BYEAS | G?Y??EA?L 
ioo(6) 83 | 27 | seek | [18, 28, 16, 21] | [10, 12, 5] | [ad, dad] | EEATING | X?EA?YING 
ioo(7) 47 | 32 | seek | [13, 1, 18, 15] | [12, 17, 3] | [ad, dad] | PUES | (CM)TXL 
ioo(8) 63 | 62 | seek | [3, 26, 7, 27] | [23, 19, 20] | [ad, dad] | OYWIO | (UB)?Y?O?IO? 
ioo(9) 62 | 52 | seek | [13, 25, 3, 21] | [12, 22, 18] | [is_odd, ad, diffs_is_even, dad] | PAEOING | (CM)OE(UB)ING 
ioo(10) 52 | 39 | seek | [3, 7, 28, 14] | [4, 21, 14] | [ad, dad] | OWEAX | (UB)O?EA?(PAE) 
ioo(11) 52 | 68 | seek | [28, 2, 22, 0] | [26, 20, 22] | [is_even, ad, diffs_is_even, dad] | EATHOEF | ?EA?(FID)EAN 
ioo(12) 49 | 30 | seek | [22, 7, 14, 6] | [15, 7, 8] | [ad, dad] | OEWXG | EAO(PAE)?G? 
Results for spiralbranch42.txt
ioo(0) 75 | 52 | seek | [28, 20, 1, 26] | [8, 19, 25] | [ad, diffs_incremental, dad] | EALUY | ?EA?IOT?Y? 
ioo(1) 36 | 21 | seek | [14, 6, 3, 13] | [8, 3, 10] | [ad, dad] | XGOP | (PAE)?G?(UB)(CM) 
ioo(2) 70 | 24 | seek | [26, 27, 13, 4] | [1, 14, 9] | [ad, dad] | YIOPR | ?Y??IO?(CM)?R? 
ioo(3) 77 | 21 | seek | [17, 23, 15, 22] | [6, 8, 7] | [ad, dad] | BDSOE | GHLEA 
ioo(4) 71 | 27 | seek | [23, 11, 21, 16] | [12, 10, 5] | [ad, diffs_decremental, dad] | DJINGT | HRINGY 
ioo(5) 58 | 21 | seek | [1, 19, 18, 20] | [18, 1, 2] | [ad, dad] | UMEL | TWXIO 
ioo(6) 68 | 26 | seek | [12, 19, 25, 12] | [7, 6, 13] | [hr, dad] | EOMAEEO | EOWOEEO 
ioo(7) 41 | 26 | seek | [20, 3, 6, 12] | [17, 3, 6] | [ad, dad] | LOGEO | IO(UB)?G?EO 
ioo(8) 75 | 12 | seek | [22, 20, 21, 12] | [2, 1, 9] | [ad, dad] | OELINGEO | EAIOINGEO 
ioo(9) 50 | 8 | seek | [13, 12, 10, 15] | [1, 2, 5] | [ad, diffs_incremental, dad] | PEOIS | (CM)EOAL 
ioo(10) 21 | 15 | seek | [14, 3, 1, 3] | [11, 2, 2] | [hr, diffs_decremental, dhr, diffs_all_prime] | XOUO | (PAE)(UB)T(UB) 
Results for spiralbranch43.txt
ioo(0) 73 | 56 | seek | [24, 0, 27, 22] | [24, 27, 5] | [ad, dad] | AFIOOE | SN?IO?EA 
ioo(1) 59 | 18 | seek | [20, 21, 14, 4] | [1, 7, 10] | [ad, diffs_incremental, dad] | LINGXR | IOING(PAE)?R? 
ioo(2) 85 | 28 | seek | [22, 26, 13, 24] | [4, 13, 11] | [ad, dad] | OEYPA | EA?Y?(CM)S 
ioo(3) 55 | 23 | seek | [17, 23, 7, 8] | [6, 16, 1] | [ad, dad] | BDWH | GHOJ 
ioo(4) 51 | 59 | seek | [2, 27, 5, 17] | [25, 22, 12] | [ad, diffs_decremental, dad] | THIOCB | (FID)?IO?THG 
ioo(5) 79 | 11 | seek | [19, 23, 21, 16] | [4, 2, 5] | [ad, dad] | MDINGT | WHINGY 
ioo(6) 75 | 28 | seek | [5, 25, 26, 19] | [20, 1, 7] | [ad, dad] | CAEYM | THOE?Y?W 
ioo(7) 68 | 45 | seek | [22, 0, 23, 23] | [22, 23, 0] | [hr, dad] | OEFDD | EANHH 
ioo(8) 73 | 29 | seek | [23, 20, 8, 22] | [3, 12, 14] | [ad, diffs_incremental, dad] | DLHOE | HIOJEA 
ioo(9) 62 | 43 | seek | [18, 20, 1, 23] | [2, 19, 22] | [ad, diffs_incremental, dad] | ELUD | XIOTH 
ioo(10) 82 | 21 | seek | [25, 25, 26, 6] | [0, 1, 20] | [hr, diffs_incremental, dad] | AEAEYG | OEOE?Y??G? 
Results for spiralbranch44.txt
ioo(0) 49 | 25 | seek | [2, 11, 21, 15] | [9, 10, 6] | [ad, dad] | THJINGS | (FID)RINGL 
ioo(1) 69 | 30 | seek | [24, 7, 18, 20] | [17, 11, 2] | [ad, diffs_decremental, dad, diffs_all_prime] | AWEL | SOXIO 
ioo(2) 51 | 24 | seek | [25, 9, 6, 11] | [16, 3, 5] | [ad, dad] | AENGJ | OEE?G?R 
ioo(3) 72 | 13 | seek | [11, 20, 19, 22] | [9, 1, 3] | [ad, diffs_is_odd, dad] | JLMOE | RIOWEA 
ioo(4) 35 | 35 | seek | [19, 1, 11, 4] | [18, 10, 7] | [ad, diffs_decremental, dad] | MUJR | WTR?R? 
ioo(5) 57 | 17 | seek | [2, 17, 19, 19] | [15, 2, 0] | [incremental, hr, all_primes, diffs_decremental, dad] | THBMM | (FID)GWW 
ioo(6) 53 | 31 | seek | [25, 8, 14, 6] | [17, 6, 8] | [ad, dad] | AEHXG | OEJ(PAE)?G? 
ioo(7) 62 | 26 | seek | [3, 23, 19, 17] | [20, 4, 2] | [is_odd, ad, all_primes, diffs_decremental, diffs_is_even, dad] | ODMB | (UB)HWG 
ioo(8) 80 | 19 | seek | [12, 15, 28, 25] | [3, 13, 3] | [ad, diffs_is_odd, dhr, diffs_all_prime] | EOSEAAE | EOL?EA?OE 
ioo(9) 85 | 9 | seek | [20, 24, 22, 19] | [4, 2, 3] | [ad, dad] | LAOEM | IOSEAW 
ioo(10) 65 | 33 | seek | [20, 14, 6, 25] | [6, 8, 19] | [ad, diffs_incremental, dad] | LXGAE | IO(PAE)?G?OE 
ioo(11) 34 | 26 | seek | [18, 1, 5, 10] | [17, 4, 5] | [ad, dad] | EUCI | XTTHA 
Results for spiralbranch45.txt
ioo(0) 37 | 55 | seek | [7, 3, 27, 0] | [4, 24, 27] | [ad, diffs_incremental, dad] | WOIOF | O(UB)?IO?N 
ioo(1) 75 | 18 | seek | [22, 20, 23, 10] | [2, 3, 13] | [ad, diffs_incremental, dad, diffs_all_prime] | OELDI | EAIOHA 
ioo(2) 49 | 49 | seek | [9, 1, 27, 12] | [8, 26, 15] | [ad, dad] | NUIOEO | ET?IO?EO 
ioo(3) 43 | 20 | seek | [9, 9, 18, 7] | [0, 9, 11] | [hr, diffs_incremental, dad] | NNEW | EEXO 
ioo(4) 47 | 39 | seek | [11, 11, 25, 0] | [0, 14, 25] | [hr, diffs_incremental, dad] | JJAEF | RROEN 
ioo(5) 52 | 49 | seek | [1, 20, 7, 24] | [19, 13, 17] | [ad, diffs_is_odd, dad, diffs_all_prime] | ULWA | TIOOS 
ioo(6) 81 | 29 | seek | [25, 16, 12, 28] | [9, 4, 16] | [ad, dad] | AETEOEA | OEYEO?EA? 
ioo(7) 31 | 31 | seek | [0, 8, 18, 5] | [8, 10, 13] | [ad, diffs_incremental, dad] | FHEC | NJXTH 
Results for spiralbranch46.txt
ioo(0) 48 | 16 | seek | [8, 11, 9, 20] | [3, 2, 11] | [ad, dad, diffs_all_prime] | HJNL | JREIO 
ioo(1) 59 | 38 | seek | [4, 25, 22, 8] | [21, 3, 14] | [ad, dad] | RAEOEH | ?R?OEEAJ 
ioo(2) 54 | 43 | seek | [26, 2, 5, 21] | [24, 3, 16] | [ad, dad] | YTHCING | ?Y?(FID)THING 
ioo(3) 50 | 27 | seek | [6, 17, 20, 7] | [11, 3, 13] | [ad, diffs_is_odd, dad, diffs_all_prime] | GBLW | ?G?GIOO 
ioo(4) 21 | 19 | seek | [10, 2, 0, 9] | [8, 2, 9] | [ad, dad] | ITHFN | A(FID)NE 
ioo(5) 53 | 38 | seek | [8, 10, 27, 8] | [2, 17, 19] | [hr, diffs_incremental, dad, diffs_all_prime] | HIIOH | JA?IO?J 
ioo(6) 61 | 33 | seek | [28, 13, 17, 3] | [15, 4, 14] | [ad, dad] | EAPBO | ?EA?(CM)G(UB) 
ioo(7) 68 | 38 | seek | [10, 20, 10, 28] | [10, 10, 18] | [is_even, hr, diffs_incremental, diffs_is_even, dhr] | ILIEA | AIOA?EA? 
ioo(8) 83 | 32 | seek | [5, 28, 23, 27] | [23, 5, 4] | [ad, diffs_decremental, dad] | CEADIO | TH?EA?H?IO? 
ioo(9) 62 | 30 | seek | [16, 5, 17, 24] | [11, 12, 7] | [ad, dad] | TCBA | YTHGS 
ioo(10) 68 | 56 | seek | [10, 26, 6, 26] | [16, 20, 20] | [is_even, hr, diffs_incremental, diffs_is_even, dhr] | IYGY | A?Y??G??Y? 
ioo(11) 82 | 25 | seek | [28, 18, 13, 23] | [10, 5, 10] | [ad, dhr] | EAEPD | ?EA?X(CM)H 
ioo(12) 78 | 9 | seek | [16, 22, 21, 19] | [6, 1, 2] | [ad, dad] | TOEINGM | YEAINGW 
ioo(13) 36 | 15 | seek | [11, 10, 13, 2] | [1, 3, 11] | [ad, diffs_incremental, diffs_is_odd, dad] | JIPTH | RA(CM)(FID) 
Results for spiralbranch47.txt
ioo(0) 83 | 15 | seek | [15, 14, 26, 28] | [1, 12, 2] | [ad, dad] | SXYEA | L(PAE)?Y??EA? 
ioo(1) 49 | 34 | seek | [24, 7, 14, 4] | [17, 7, 10] | [ad, dad] | AWXR | SO(PAE)?R? 
ioo(2) 43 | 20 | seek | [6, 2, 17, 18] | [4, 15, 1] | [ad, dad] | GTHBE | ?G?(FID)GX 
ioo(3) 44 | 39 | seek | [4, 21, 6, 13] | [17, 15, 7] | [ad, diffs_decremental, diffs_is_odd, dad] | RINGGP | ?R?ING?G?(CM) 
ioo(4) 68 | 24 | seek | [3, 20, 24, 21] | [17, 4, 3] | [ad, diffs_decremental, dad] | OLAING | (UB)IOSING 
ioo(5) 47 | 26 | seek | [26, 6, 5, 10] | [20, 1, 5] | [ad, dad] | YGCI | ?Y??G?THA 
ioo(6) 47 | 32 | seek | [2, 21, 16, 8] | [19, 5, 8] | [ad, dad] | THINGTH | (FID)INGYJ 
ioo(7) 78 | 42 | seek | [26, 28, 4, 20] | [2, 24, 16] | [is_even, ad, diffs_is_even, dad] | YEARL | ?Y??EA??R?IO 
ioo(8) 49 | 27 | seek | [9, 14, 6, 20] | [5, 8, 14] | [ad, diffs_incremental, dad] | NXGL | E(PAE)?G?IO 
Results for spiralbranch48.txt
ioo(0) 85 | 16 | seek | [22, 16, 21, 26] | [6, 5, 5] | [ad, diffs_decremental, dhr] | OETINGY | EAYING?Y? 
ioo(1) 42 | 17 | seek | [5, 14, 15, 8] | [9, 1, 7] | [ad, diffs_is_odd, dad] | CXSH | TH(PAE)LJ 
ioo(2) 59 | 35 | seek | [27, 5, 15, 12] | [22, 10, 3] | [ad, diffs_decremental, dad] | IOCSEO | ?IO?THLEO 
ioo(3) 59 | 42 | seek | [12, 27, 20, 0] | [15, 7, 20] | [ad, dad] | EOIOLF | EO?IO?ION 
ioo(4) 43 | 30 | seek | [27, 5, 8, 3] | [22, 3, 5] | [ad, dad] | IOCHO | ?IO?THJ(UB) 
ioo(5) 59 | 23 | seek | [12, 8, 22, 17] | [4, 14, 5] | [ad, dad] | EOHOEB | EOJEAG 
ioo(6) 64 | 27 | seek | [15, 26, 11, 12] | [11, 15, 1] | [ad, diffs_is_odd, dad] | SYJEO | L?Y?REO 
ioo(7) 68 | 14 | seek | [12, 11, 23, 22] | [1, 12, 1] | [ad, dhr] | EOJDOE | EORHEA 
ioo(8) 69 | 22 | seek | [17, 20, 11, 21] | [3, 9, 10] | [ad, diffs_incremental, dad] | BLJING | GIORING 
ioo(9) 33 | 31 | seek | [0, 19, 7, 7] | [19, 12, 0] | [hr, all_primes, diffs_decremental, dad] | FMWW | NWOO 
Results for spiralbranch49.txt
ioo(0) 70 | 44 | seek | [24, 3, 17, 26] | [21, 14, 9] | [ad, diffs_decremental, dad] | AOBY | S(UB)G?Y? 
ioo(1) 42 | 48 | seek | [2, 9, 27, 4] | [7, 18, 23] | [ad, diffs_incremental, dad] | THNIOR | (FID)E?IO??R? 
ioo(2) 22 | 9 | seek | [1, 8, 7, 6] | [7, 1, 1] | [ad, diffs_decremental, diffs_is_odd, dhr] | UHWG | TJO?G? 
ioo(3) 32 | 37 | seek | [15, 0, 13, 4] | [15, 13, 9] | [ad, diffs_decremental, diffs_is_odd, dad] | SFPR | LN(CM)?R? 
Results for spiralbranch50.txt
Results for spiralbranch51.txt
Results for spiralbranch52.txt
Results for spiralbranch53.txt
ioo(0) 70 | 49 | seek | [26, 18, 1, 25] | [8, 17, 24] | [ad, diffs_incremental, dad] | YEUAE | ?Y?XTOE 
ioo(1) 26 | 6 | seek | [6, 4, 8, 8] | [2, 4, 0] | [is_even, hr, diffs_is_even, dad] | GRHH | ?G??R?JJ 
ioo(2) 78 | 13 | seek | [21, 23, 22, 12] | [2, 1, 10] | [ad, dad] | INGDOEEO | INGHEAEO 
Results for spiralbranch54.txt
ioo(0) 35 | 21 | seek | [16, 8, 2, 9] | [8, 6, 7] | [ad, dad] | THTHN | YJ(FID)E 
ioo(1) 45 | 35 | seek | [8, 14, 22, 1] | [6, 8, 21] | [ad, diffs_incremental, dad] | HXOEU | J(PAE)EAT 
ioo(2) 27 | 13 | seek | [11, 11, 1, 4] | [0, 10, 3] | [hr, dad] | JJUR | RRT?R? 
ioo(3) 18 | 27 | seek | [2, 1, 14, 1] | [1, 13, 13] | [hr, diffs_incremental, diffs_is_odd, dhr] | THUXU | (FID)T(PAE)T 
ioo(4) 46 | 32 | seek | [21, 11, 1, 13] | [10, 10, 12] | [is_odd, ad, diffs_incremental, diffs_is_even, dhr] | INGJUP | INGRT(CM) 
ioo(5) 32 | 54 | seek | [6, 1, 25, 0] | [5, 24, 25] | [ad, diffs_incremental, dad] | GUAEF | ?G?TOEN 
ioo(6) 62 | 42 | seek | [17, 17, 1, 27] | [0, 16, 26] | [is_odd, hr, diffs_incremental, diffs_is_even, dad] | BBUIO | GGT?IO? 
ioo(7) 45 | 37 | seek | [16, 8, 0, 21] | [8, 8, 21] | [ad, diffs_incremental, dhr] | THFING | YJNING 
ioo(8) 54 | 52 | seek | [25, 4, 20, 5] | [21, 16, 15] | [ad, diffs_decremental, dad] | AERLC | OE?R?IOTH 
ioo(9) 56 | 14 | seek | [7, 13, 15, 21] | [6, 2, 6] | [incremental, is_odd, ad, diffs_is_even, dhr] | WPSING | O(CM)LING 
ioo(10) 61 | 24 | seek | [25, 20, 15, 1] | [5, 5, 14] | [decremental, ad, diffs_incremental, dhr] | AELSU | OEIOLT 
Results for hollow54.txt
ioo(0) 53 | 9 | seek | [18, 14, 12, 9] | [4, 2, 3] | [decremental, ad, dad] | EXEON | X(PAE)EOE 
ioo(1) 88 | 28 | seek | [26, 21, 13, 28] | [5, 8, 15] | [ad, diffs_incremental, dad] | YINGPEA | ?Y?ING(CM)?EA? 
ioo(2) 59 | 44 | seek | [28, 4, 17, 10] | [24, 13, 7] | [ad, diffs_decremental, dad] | EARBI | ?EA??R?GA 
ioo(3) 60 | 46 | seek | [7, 27, 9, 17] | [20, 18, 8] | [is_odd, ad, diffs_decremental, diffs_is_even, dad] | WIONB | O?IO?EG 
ioo(4) 59 | 28 | seek | [28, 26, 5, 0] | [2, 21, 5] | [decremental, ad, dad] | EAYCF | ?EA??Y?THN 
ioo(5) 50 | 46 | seek | [4, 16, 4, 26] | [12, 12, 22] | [is_even, hr, diffs_incremental, diffs_is_even, dhr] | RTRY | ?R?Y?R??Y? 
ioo(6) 27 | 48 | seek | [0, 0, 25, 2] | [0, 25, 23] | [hr, dad] | FFAETH | NNOE(FID) 
Results for hollow55.txt
ioo(0) 34 | 48 | seek | [10, 1, 21, 2] | [9, 20, 19] | [ad, dad] | IUINGTH | ATING(FID) 
ioo(1) 44 | 44 | seek | [2, 19, 23, 0] | [17, 4, 23] | [ad, all_primes, dad] | THMDF | (FID)WHN 
Results for spiralbranch55.txt
ioo(0) 40 | 36 | seek | [8, 4, 0, 28] | [4, 4, 28] | [is_even, ad, diffs_incremental, diffs_is_even, dhr] | HRFEA | J?R?N?EA? 
ioo(1) 55 | 44 | seek | [2, 17, 8, 28] | [15, 9, 20] | [ad, dad] | THBHEA | (FID)GJ?EA? 
ioo(2) 42 | 33 | seek | [3, 21, 12, 6] | [18, 9, 6] | [ad, diffs_decremental, dad] | OINGEOG | (UB)INGEO?G? 
ioo(3) 47 | 32 | seek | [11, 9, 2, 25] | [2, 7, 23] | [ad, diffs_incremental, dad, diffs_all_prime] | JNTHAE | RE(FID)OE 
ioo(4) 36 | 23 | seek | [3, 11, 6, 16] | [8, 5, 10] | [ad, dad] | OJGT | (UB)R?G?Y 
ioo(5) 66 | 34 | seek | [21, 25, 5, 15] | [4, 20, 10] | [is_odd, ad, diffs_is_even, dad] | INGAECS | INGOETHL 
ioo(6) 98 | 15 | seek | [21, 28, 23, 26] | [7, 5, 3] | [ad, diffs_decremental, diffs_is_odd, dad, diffs_all_prime] | INGEADY | ING?EA?H?Y? 
ioo(7) 65 | 17 | seek | [23, 19, 17, 6] | [4, 2, 11] | [decremental, ad, dad] | DMBG | HWG?G? 
